Det gjennomfoeres kvalitetskontroll av luftkvalitetsdata.QC-flagg viser hvilket nivaa av kvalitetskontroll dataene har vaert gjennom.QC=1 (Raadata) QC = 2(Automatisk kontrollerte data) QC= 3(Skalerte data) QC= 4(Kvalitetssikrede data / Godkjente data)
Ved kvalitetskontroll flagges verdier som gyldige eller ugyldige(f.eks ved instrumentfeil).QA = 0(Gyldig verdi) QA = 1(Ugyldig verdi)
Data er hentet fra loesningen https://luftkvalitet.nilu.no 
Tid,Alnabru NO2 µg/m³ Hour,Dekning,Bygdøy Alle NO2 µg/m³ Hour,Dekning,Hjortnes NO2 µg/m³ Hour,Dekning,Kirkeveien NO2 µg/m³ Hour,Dekning,Manglerud NO2 µg/m³ Hour,Dekning,Rv 4- Aker sykehus NO2 µg/m³ Hour,Dekning
01.01.2021 14:00,9.3203698357,100,15.1867175802,100,26.6849471224,100,8.1212325761,100,25.6642855285,100,6.3404659437,100
01.01.2021 15:00,11.0956749188,100,20.7453025481,100,36.1563835669,100,9.377536611,100,35.6957893789,100,15.2894007098,100
01.01.2021 16:00,14.0822943048,100,26.4840994124,100,41.9725768024,100,12.0869777429,100,41.2052987865,100,10.7489506399,100
01.01.2021 17:00,17.3002791228,100,17.6299154878,100,36.3734972833,100,13.9925096812,100,44.1190377408,100,7.5336494809,100
01.01.2021 18:00,23.9615095098,100,28.7699445355,100,34.4333683325,100,11.3842378956,100,38.1817532892,100,15.3158482069,100
01.01.2021 19:00,22.4840942893,100,16.8276464291,100,29.2664092544,100,9.5140573896,100,36.4425571674,100,11.8002203267,100
01.01.2021 20:00,18.4660428343,100,14.956923463,100,34.6532825698,100,10.1691717749,100,37.8090637644,100,5.7701534111,100
01.01.2021 21:00,20.145903449,100,15.1672983427,100,28.1950245893,100,11.2746807129,100,29.3272304863,100,5.3478814757,100
01.01.2021 22:00,18.4507961899,100,16.1859158234,100,26.0509037045,100,8.0779548552,100,12.2221877834,100,6.3539690078,100
01.01.2021 23:00,18.9376423227,100,15.7881579289,100,20.8843299395,100,8.666660051,100,24.8041031623,100,5.25317861,100
02.01.2021 00:00,15.2099708735,100,13.938413824,100,15.5052852408,100,5.8990373546,100,18.0992695505,100,3.3020147264,100
02.01.2021 01:00,10.9558873037,100,11.0505205883,100,12.4882109553,100,3.9660922816,100,12.6050677648,100,2.6526991217,100
02.01.2021 02:00,9.5149428571,100,6.9381013366,100,7.5361463127,100,3.2536151366,100,8.4878475829,100,2.63746296,100
02.01.2021 03:00,8.0147038887,100,6.5257657325,100,7.5370693028,100,2.7660505552,100,9.2644542632,100,1.9354296498,100
02.01.2021 04:00,6.2466559187,100,6.7322609974,100,6.4587406848,100,2.4229910172,100,6.913860651,100,1.6645170474,100
02.01.2021 05:00,5.5132306378,100,3.4484834617,100,4.0906458996,100,1.9174968777,100,7.3029980478,100,1.386027814,100
02.01.2021 06:00,9.0080316584,100,5.9122948741,100,3.8760852101,100,1.5984066666,100,7.1077794801,100,1.4253127639,100
02.01.2021 07:00,40.9826272903,100,10.642685491,100,8.3962519487,100,1.7737645796,100,14.5625486966,100,2.1358114872,100
02.01.2021 08:00,18.7653894928,100,7.759514224,100,14.4215863514,100,3.8562619606,100,25.177424888,100,2.4795245654,100
02.01.2021 09:00,21.1614048542,100,16.3788969275,100,20.0179252693,100,2.9044484709,100,32.2618176802,100,17.0928851053,100
02.01.2021 10:00,18.8600430411,100,21.5499672744,100,13.3437098129,100,7.6939333213,100,28.509130287,100,7.2576329307,100
02.01.2021 11:00,20.2834803396,100,20.5529608301,100,20.4433938485,100,9.4074196661,100,34.2271969193,100,1.6037752388,100
02.01.2021 12:00,30.999384836,100,18.8805924891,100,24.7448701422,100,7.34291068,100,40.335271697,100,1.870878218,100
02.01.2021 13:00,39.2999936396,100,21.1354970284,100,27.966281907,100,8.4557487753,100,37.8185464154,100,2.7611253268,100
02.01.2021 14:00,34.8837770982,100,25.6733171746,100,33.1294788936,100,12.9378093757,100,39.3808390639,100,2.5997290044,100
02.01.2021 15:00,33.6320342498,100,29.3836956119,100,22.3694467966,100,9.4512764625,100,49.0241425298,100,2.7167278816,100
02.01.2021 16:00,33.7193237024,100,22.996970454,100,40.4452782594,100,8.9309068218,100,49.610017132,100,3.5823600512,100
02.01.2021 17:00,29.4146357375,100,25.2559136881,100,27.1046310326,100,9.5780301287,100,54.1184816627,100,4.9065763645,100
02.01.2021 18:00,41.4217049467,100,27.1157384776,100,32.0497304133,100,9.6365333513,100,50.6083583261,100,5.2179052607,100
02.01.2021 19:00,21.5452038529,100,23.4236027172,100,30.1129106063,100,10.955033066,100,41.5284488379,100,8.7914068276,100
02.01.2021 20:00,16.999761049,100,21.3468955675,100,22.5830482741,100,8.7006873307,100,37.1736742205,100,13.3154603134,100
02.01.2021 21:00,13.295051479,100,17.4404339911,100,29.0389781252,100,7.5712619968,100,26.9533594591,100,2.6585386547,100
02.01.2021 22:00,12.2522481518,100,14.1491831153,100,22.8029351287,100,6.9409841457,100,21.8421503321,100,2.2182582309,100
02.01.2021 23:00,11.4727738317,100,14.5710476124,100,15.2760754406,100,4.2576976218,100,16.1422796636,100,1.8364797835,100
03.01.2021 00:00,10.2542136486,100,11.4808022404,100,18.0707184932,100,4.1073578786,100,14.7611041506,100,1.2071270204,100
03.01.2021 01:00,8.7584109365,100,9.4184555961,100,14.1972494697,100,2.6927641893,100,12.5982650703,100,0.9069956371,100
03.01.2021 02:00,6.2829233419,100,9.8343750873,100,8.3882991754,100,3.2650245649,100,10.243794837,100,3.5191907462,100
03.01.2021 03:00,6.5477836355,100,16.8176831742,100,6.0246965828,100,1.3897574069,100,8.2777765379,100,1.9979506685,100
03.01.2021 04:00,10.0474700669,100,6.547372143,100,4.7327656674,100,1.6795678244,100,6.1145705558,100,6.9254033976,100
03.01.2021 05:00,16.6477092953,100,4.4884353822,100,4.3029566834,100,2.8485475963,100,3.5632207529,100,7.1389304428,100
03.01.2021 06:00,16.3810405628,100,5.717853066,100,4.734531587,100,2.7858617166,100,10.6332439377,100,6.8172887691,100
03.01.2021 07:00,23.6053647127,100,12.1059521366,100,12.908164169,100,2.2866751394,100,17.6969217556,100,4.4644661185,100
03.01.2021 08:00,29.0689787842,100,8.7950787285,100,26.6683290035,100,15.9704895748,100,35.4414921019,100,5.3672655624,100
03.01.2021 09:00,25.4246385325,100,13.1099718334,100,31.6138791934,100,11.9801445365,100,33.8487553802,100,11.7513067898,100
03.01.2021 10:00,28.0840964696,100,12.1005828573,100,45.1464732448,100,14.3042065176,100,37.8528379545,100,20.2142473869,100
03.01.2021 11:00,31.7757908417,100,23.4483969622,100,43.6318239245,100,24.1063638148,100,30.0047421392,100,32.857561672,100
03.01.2021 12:00,46.3456643002,100,37.3393724563,100,46.4211593358,100,38.1743892486,100,26.4444089029,100,31.1927303104,100
03.01.2021 13:00,37.3253347361,100,37.5147374885,100,40.6227933793,100,16.1728375222,100,58.1707606863,100,36.2578702368,100
03.01.2021 14:00,25.280097766,100,43.6713611551,100,36.7608191644,100,15.4992246705,100,51.2040240015,100,28.9734203301,100
03.01.2021 15:00,26.4548754174,100,43.4234184814,100,44.9057817027,100,17.9280122002,100,34.8389295074,100,35.7955252981,100
03.01.2021 16:00,45.8183687185,100,39.0686981575,100,51.3555373109,100,18.9086648189,100,18.8812882806,100,47.7349500731,100
03.01.2021 17:00,39.3507397959,100,50.2485986654,100,73.2767024529,100,18.9980225392,100,49.1998799364,100,49.4652779392,100
03.01.2021 18:00,37.1621778435,100,52.6418370727,100,85.488802305,100,19.4865378471,100,47.1855888724,100,42.8181844974,100
03.01.2021 19:00,32.1305620845,100,53.986826125,100,83.1141648512,100,11.4832312526,100,35.5925651386,100,17.6150407283,100
03.01.2021 20:00,27.8288638542,100,28.3375296253,100,85.2635312333,100,19.0320008349,100,43.2703104355,100,40.0370551885,100
03.01.2021 21:00,31.3147329511,100,29.9871942901,100,67.0379956281,100,20.789379861,100,23.394177185,100,36.6167616275,100
03.01.2021 22:00,27.8690680801,100,40.7351160017,100,64.2607406386,100,32.9896614355,100,34.4191241441,100,38.7831418496,100
03.01.2021 23:00,25.4076385606,100,39.0348202251,100,67.4727654465,100,22.566867012,100,31.6540583029,100,16.601491563,100
04.01.2021 00:00,26.5820171279,100,39.2508998062,100,50.9346651717,100,3.3094104548,100,15.7216401536,100,5.662675688,100
04.01.2021 01:00,33.0673138888,100,39.8637658443,100,39.1313318214,100,1.9704492839,100,18.474868446,100,1.7910741313,100
04.01.2021 02:00,28.7559337838,100,21.3211014935,100,16.7763331656,100,1.5631241969,100,16.9091467302,100,1.2226951041,100
04.01.2021 03:00,7.8303659696,100,6.5480975677,100,7.5270146875,100,0.7618299002,100,8.0692488178,100,0.6318795669,100
04.01.2021 04:00,14.4996913327,100,6.756982784,100,6.8815900055,100,0.4728442568,100,16.1256865708,100,0.7324326957,100
04.01.2021 05:00,14.5245842339,100,5.1150945617,100,7.0942017682,100,0.2506035342,100,36.7329910594,100,4.6932206189,100
04.01.2021 06:00,35.0075237397,100,8.1965854379,100,16.3308097755,100,1.2855479621,100,22.2153879098,100,16.434491084,100
04.01.2021 07:00,69.131393275,100,16.2375059778,100,28.783613328,100,3.5927307081,100,45.5114986782,100,41.0225174708,100
04.01.2021 08:00,82.3289039031,100,25.3001318326,100,38.2344697006,100,3.7011701081,100,13.5699401166,100,47.294287172,100
04.01.2021 09:00,80.6609087057,100,50.0735749151,100,67.4206464733,100,12.0448477074,100,41.9793019646,100,62.795307771,100
04.01.2021 10:00,69.9711688416,100,63.4855077692,100,61.6051270147,100,12.0521164837,100,67.1662265112,100,64.2621379926,100
04.01.2021 11:00,67.7986219279,100,61.1059106559,100,64.5779768769,100,14.9873483793,100,62.7825390967,100,53.4552798949,100
04.01.2021 12:00,51.9701730881,100,56.1592258091,100,65.6830131375,100,24.7128083351,100,27.9989524193,100,46.4532897865,100
04.01.2021 13:00,61.3335874958,100,52.7491829366,100,60.0835244784,100,39.7814076609,100,41.21947116,100,47.0361861255,100
04.01.2021 14:00,53.8769344049,100,52.4925161411,100,54.9436037536,100,35.7987768154,100,39.0540499048,100,43.6439637513,100
04.01.2021 15:00,61.3564546589,100,59.1731573142,100,72.7609007615,100,16.1017053988,100,58.422470411,100,58.168842394,100
04.01.2021 16:00,67.6833263967,100,63.0666060244,100,82.1552628211,100,14.0314239129,100,29.336075297,100,65.5098619726,100
04.01.2021 17:00,58.4702623979,100,58.5678622597,100,78.9257660914,100,27.9166790444,100,32.8630419489,100,66.2206496276,100
04.01.2021 18:00,56.4357387792,100,41.9737636442,100,59.4619640234,100,26.6665561754,100,39.1723442754,100,17.6365138043,100
04.01.2021 19:00,43.996617079,100,34.1715792422,100,43.382555718,100,14.1319293041,100,30.6924394873,100,3.5674293445,100
04.01.2021 20:00,34.9616682302,100,45.4727399431,100,54.9536842428,100,19.1895759429,100,43.9064584937,100,21.749243965,100
04.01.2021 21:00,28.3407429247,100,47.93807503,100,56.4760176184,100,14.4118527364,100,45.6610617938,100,10.6887692031,100
04.01.2021 22:00,23.9763645853,100,41.3224443563,100,47.2605021919,100,16.1580786996,100,28.9194091658,100,7.8181924778,100
04.01.2021 23:00,20.7001369775,100,36.6130177766,100,39.3164640929,100,6.6126902285,100,26.3845955304,100,2.781348429,100
05.01.2021 00:00,18.1868083519,100,29.5944626807,100,25.1459057211,100,13.3210670066,100,18.0943082286,100,7.8075879275,100
05.01.2021 01:00,16.6907304866,100,28.5528606336,100,29.4418843937,100,14.4625246076,100,16.9027346896,100,12.4710357632,100
05.01.2021 02:00,17.968498505,100,27.3006038911,100,28.7993920107,100,5.5852986947,100,12.1866647617,100,14.9943900021,100
05.01.2021 03:00,12.0274195146,100,18.6746312224,100,23.2064665081,100,2.5775548912,100,6.8775990417,100,12.4230062754,100
05.01.2021 04:00,11.831500973,100,16.6206102773,100,22.1292274399,100,14.7030476232,100,9.632728297,100,8.3272311106,100
05.01.2021 05:00,14.0411880619,100,17.8527509146,100,24.7151592164,100,15.7381026649,100,18.8759793974,100,12.3983619865,100
05.01.2021 06:00,27.408461515,100,27.5294929478,100,31.5676804078,100,12.9034522226,100,27.3690149259,100,22.9369150896,100
05.01.2021 07:00,50.7618905075,100,32.3604585789,100,,0,19.1595631373,100,46.9254210521,100,41.9434048114,100
05.01.2021 08:00,54.7719258711,100,43.0124086206,100,64.1330066911,100,29.7567897467,100,,0,44.9966264943,100
05.01.2021 09:00,45.7833490823,100,44.8901952421,100,51.0697788539,100,39.9410696239,100,58.2456084955,100,,0
05.01.2021 10:00,43.7770990704,100,35.8473317909,100,46.1352126225,100,20.6038230575,100,67.8264729757,100,7.4332512949,100
05.01.2021 11:00,33.519034369,100,33.1511767587,100,37.1260412794,100,18.091018807,100,59.4426399475,100,6.27673177,100
05.01.2021 12:00,31.2888033609,100,29.0386160134,100,37.3259369368,100,21.8247562809,100,48.6404544131,100,6.95973478,100
05.01.2021 13:00,50.3996460529,100,52.2938152185,100,42.8961374057,100,10.575995036,100,34.336586241,100,13.4906135289,100
05.01.2021 14:00,56.7895793873,100,43.2447702919,100,58.9988962399,100,18.8487592704,100,56.0695835042,100,8.3744069206,100
05.01.2021 15:00,55.2895119026,100,44.7096220723,100,58.5742092178,100,25.568583743,100,39.0255216494,100,16.9272638697,100
05.01.2021 16:00,43.1844153416,100,50.7063096881,100,61.7304449887,100,22.5512993251,100,66.2618014518,100,14.5767024909,100
05.01.2021 17:00,48.0098616833,100,35.7773710245,100,62.8818807074,100,32.395686329,100,72.2567499108,100,19.6015003438,100
05.01.2021 18:00,38.8549860644,100,32.0829546687,100,48.0617648169,100,27.8650032581,100,57.2528709925,100,40.0128512001,100
05.01.2021 19:00,44.8421659907,100,36.6486903442,100,52.1702649941,100,27.5487519615,100,64.5331290987,100,39.5898394523,100
05.01.2021 20:00,41.1717833287,100,37.7089415429,100,41.2171952116,100,33.3497908403,100,58.7704167477,100,42.4917953718,100
05.01.2021 21:00,31.7563567018,100,29.2193322796,100,48.7260929432,100,25.1601457138,100,45.3629367125,100,48.4976495323,100
05.01.2021 22:00,38.5743698627,100,27.3689101719,100,31.3620371413,100,20.9241092173,100,37.8635734315,100,39.1006296264,100
05.01.2021 23:00,23.9214534065,100,28.7854879909,100,30.2994790139,100,14.2799517528,100,35.8731508158,100,24.2096232862,100
06.01.2021 00:00,25.4300465224,100,24.8780197118,100,33.0927751268,100,13.8562904297,100,31.3535526021,100,29.1292586035,100
06.01.2021 01:00,17.0074964902,100,23.656318199,100,29.4461238703,100,13.8023710463,100,20.3063952176,100,17.6465645678,100
06.01.2021 02:00,14.7240722762,100,20.1467251153,100,16.7725526024,100,13.5720671761,100,21.113612751,100,11.8227671428,100
06.01.2021 03:00,16.9430298765,100,17.6679422699,100,16.5616699364,100,15.2147985819,100,19.7376836097,100,11.1156170801,100
06.01.2021 04:00,16.7140470374,100,17.4634381557,100,9.6798116878,100,8.8163255533,100,13.6412041568,100,9.5876132449,100
06.01.2021 05:00,18.2130543914,100,10.6848137392,100,14.8327103758,100,5.9427726726,100,18.9886421329,100,7.5107566943,100
06.01.2021 06:00,40.9187549872,100,11.9256795542,100,29.4452344296,100,8.4856824623,100,25.2918869721,100,15.789456594,100
06.01.2021 07:00,54.7098149574,100,28.8588560628,100,44.4704742686,100,12.3978109064,100,44.1049766211,100,23.5814264255,100
06.01.2021 08:00,48.2297425881,100,35.0726845062,100,53.9049876567,100,31.1963722481,100,63.6270947298,100,31.0907625691,100
06.01.2021 09:00,38.934556591,100,42.4191039302,100,59.2894075719,100,30.0440207645,100,63.2405832666,100,24.1574415236,100
06.01.2021 10:00,54.5146286072,100,47.4632814958,100,51.5406769336,100,,0,63.9790430433,100,17.8544507648,100
06.01.2021 11:00,,0,,0,51.9854463599,100,34.3141863764,100,54.9340883575,100,21.3647070009,100
06.01.2021 12:00,40.8111937106,100,35.6989131411,100,53.9266615431,100,24.6151601334,100,51.2702928325,100,17.9096290064,100
06.01.2021 13:00,44.8029451389,100,33.2003189482,100,35.2356637251,100,20.7811962135,100,62.3283549107,100,7.0688167293,100
06.01.2021 14:00,44.5315763819,100,32.1612278827,100,33.1021253535,100,18.1420707023,100,57.0336337356,100,5.5698453622,100
06.01.2021 15:00,45.1215709794,100,23.4651766216,100,36.5302821703,100,19.4033025336,100,53.0576474318,100,6.4954808402,100
06.01.2021 16:00,48.3433468046,100,30.4917438253,100,46.2242390538,100,17.9013475319,100,68.4959829472,100,7.2005374594,100
06.01.2021 17:00,52.0808498433,100,35.62340643,100,43.8544103296,100,14.8259428023,100,70.6113569849,100,20.5079116496,100
06.01.2021 18:00,49.7966184345,100,39.9159764496,100,38.9122377726,100,17.1721649047,100,55.5901781547,100,39.709400643,100
06.01.2021 19:00,49.6991555698,100,37.033159942,100,35.2718706203,100,20.4586385251,100,53.5491814795,100,46.2766921732,100
06.01.2021 20:00,46.4513578105,100,42.1405799809,100,41.5103520312,100,17.0773966276,100,57.919349494,100,46.0625785374,100
06.01.2021 21:00,33.4440727038,100,32.2432464413,100,38.5088952215,100,16.8072123095,100,41.3022373105,100,8.8366416375,100
06.01.2021 22:00,23.67575133,100,11.6742911356,100,10.3276325173,100,4.5768696107,100,26.1386523164,100,3.6910695953,100
06.01.2021 23:00,15.827517753,100,12.0891996054,100,9.2529014688,100,3.4208881416,100,19.2532734311,100,2.4021423254,100
07.01.2021 00:00,10.4146771898,100,7.359773004,100,5.5958598751,100,3.3176976246,100,10.2132217991,100,2.1299120376,100
07.01.2021 01:00,9.358152556,100,5.2866681464,100,4.5190551434,100,3.2081273147,100,7.850139851,100,2.1069104365,100
07.01.2021 02:00,11.1171725152,100,5.6907665126,100,3.0142759767,100,1.5238213265,100,7.262854282,100,2.1363922831,100
07.01.2021 03:00,9.3737044994,100,4.2462866092,100,2.7990398372,100,1.8033122615,100,11.0000050633,100,2.3686070579,100
07.01.2021 04:00,9.8498741912,100,3.8331872399,100,3.8750617089,100,2.2601226184,100,12.3804683562,100,2.381907591,100
07.01.2021 05:00,14.1224361197,100,3.8270834709,100,4.7358226337,100,1.9428175599,100,16.3231045126,100,2.9429713962,100
07.01.2021 06:00,32.3088110096,100,10.4098812492,100,12.4852728568,100,2.6553102023,100,23.627311637,100,2.6605851104,100
07.01.2021 07:00,50.4923292137,100,16.5667116088,100,33.5681778166,100,6.2370549424,100,41.0127164797,100,5.1973645011,100
07.01.2021 08:00,61.4908619046,100,32.0105155771,100,34.6417291592,100,10.4791555784,100,55.6380049307,100,8.2228872705,100
07.01.2021 09:00,59.737000679,100,37.5414714779,100,42.3910728642,100,8.7539963006,100,64.6765071332,100,6.5355774286,100
07.01.2021 10:00,55.4327390027,100,38.7611536393,100,44.978130708,100,10.4288671882,100,58.5368780147,100,24.9225849597,100
07.01.2021 11:00,59.1081040619,100,33.4184200126,100,36.3632465037,100,11.6035986145,100,31.3425458797,100,41.2538053461,100
07.01.2021 12:00,54.4576446336,100,31.5345243563,100,38.0965140187,100,14.0168964506,100,54.8614527695,100,18.3125280934,100
07.01.2021 13:00,54.8166232816,100,35.8561884337,100,43.260120081,100,17.9129368719,100,44.9692752199,100,9.3966884969,100
07.01.2021 14:00,56.372165934,100,31.1359326865,100,41.1167477969,100,11.6469028501,100,67.6680284075,100,11.874512337,100
07.01.2021 15:00,45.5908184124,100,40.3548983201,100,37.2410814045,100,10.2940679484,100,68.8442734712,100,6.9618803621,100
07.01.2021 16:00,67.6495453575,100,38.2950708994,100,37.4575667575,100,16.1837208094,100,62.7613769174,100,24.6493221929,100
07.01.2021 17:00,57.8721942681,100,37.2726988746,100,37.0334291746,100,17.4084932524,100,57.591275428,100,22.8118013592,100
07.01.2021 18:00,49.1370125415,100,39.2803521389,100,32.7308542167,100,17.5109237283,100,54.1955347845,100,31.0314565102,100
07.01.2021 19:00,45.7302431634,100,33.5323263915,100,29.7223576674,100,10.8647428881,100,50.440347048,100,42.6852438767,100
07.01.2021 20:00,49.1717657083,100,24.8837203588,100,21.9681322459,100,10.3312350878,100,57.7602539387,100,33.2336415086,100
07.01.2021 21:00,36.8900174399,100,25.0886471447,100,19.6016084745,100,5.3971372013,100,52.8107739112,100,26.1573868275,100
07.01.2021 22:00,30.2590836888,100,26.9173476124,100,24.1284390885,100,6.291060193,100,34.9068937057,100,14.5627757015,100
07.01.2021 23:00,20.8473227949,100,20.9619995276,100,22.1907055424,100,6.2389580067,100,30.5605218409,100,4.3393086529,100
08.01.2021 00:00,24.0522717456,100,11.328633657,100,6.249526619,100,3.414498853,100,27.2120539711,100,2.0748950855,100
08.01.2021 01:00,13.58547163,100,12.9660670598,100,2.3707648678,100,1.6642924943,100,16.4006779954,100,2.4375197614,100
08.01.2021 02:00,13.0955426223,100,6.1945068268,100,5.1724886669,100,2.3603865307,100,17.5926543685,100,3.1268731536,100
08.01.2021 03:00,18.826560894,100,5.9861091573,100,6.2505134435,100,2.0976417227,100,18.1877687257,100,2.0246381604,100
08.01.2021 04:00,15.372952659,100,4.9603373614,100,3.6641245513,100,1.6402254083,100,18.3832159934,100,6.7088579661,100
08.01.2021 05:00,25.5316421942,100,5.375336343,100,2.8018926274,100,1.0053085237,100,25.673431802,100,2.6684246507,100
08.01.2021 06:00,40.2775275576,100,9.8709316086,100,9.4818056189,100,1.6334610488,100,41.8078477643,100,2.2431590801,100
08.01.2021 07:00,58.509148412,100,24.6020788047,100,42.2386791575,100,5.9946537161,100,64.9199914163,100,18.7007329665,100
08.01.2021 08:00,74.6685568853,100,41.600189651,100,44.1811841583,100,11.3833265486,100,68.5257718829,100,27.2637628611,100
08.01.2021 09:00,78.0225185719,100,48.1458390488,100,43.9656340136,100,15.9269427897,100,73.4105152798,100,18.6986344476,100
08.01.2021 10:00,68.1309381364,100,46.6955265193,100,48.4943410326,100,15.5085726498,100,71.0654173958,100,35.8702981739,100
08.01.2021 11:00,65.3523269136,100,51.3912409172,100,45.2634623049,100,14.8882034372,100,63.5905434445,100,9.1322637678,100
08.01.2021 12:00,64.9034003845,100,47.1323675411,100,51.7329226752,100,18.5391378962,100,84.9093721606,100,17.390192207,100
08.01.2021 13:00,64.5025189261,100,53.4468395834,100,42.6826671313,100,17.5287511067,100,74.417146068,100,36.598954545,100
08.01.2021 14:00,65.613054888,100,50.9840739062,100,51.5207525419,100,14.7905909438,100,91.4005035281,100,11.4123745816,100
08.01.2021 15:00,74.0907788947,100,54.8468659575,100,39.6689534965,100,19.8320126556,100,83.5410449565,100,23.3179383596,100
08.01.2021 16:00,72.6508759661,100,46.0299943347,100,57.5638285781,100,14.3846156045,100,81.6831573156,100,33.692468063,100
08.01.2021 17:00,60.5209354025,100,54.6051652731,100,46.5727709984,100,17.7456501541,100,76.5543599411,100,30.1206028645,100
08.01.2021 18:00,52.1075028132,100,56.2343951865,100,42.0499111305,100,19.7007443887,100,65.7287399004,100,36.7598726717,100
08.01.2021 19:00,42.6235280209,100,42.9099205312,100,39.6797407161,100,19.3314974906,100,68.8268544025,100,41.8203324281,100
08.01.2021 20:00,42.0818060164,100,38.6117561385,100,36.6624374153,100,11.5727914,100,44.4227219435,100,42.2291461831,100
08.01.2021 21:00,25.8293838959,100,35.9322428945,100,25.666144069,100,17.9337990995,100,42.0623808411,100,39.6915034219,100
08.01.2021 22:00,17.643091145,100,36.342873015,100,31.2750229481,100,9.4422391945,100,35.9608102606,100,23.2840725886,100
08.01.2021 23:00,15.4475536787,100,33.6607562885,100,29.120194299,100,20.3891147609,100,36.1482984228,100,26.4084155916,100
09.01.2021 00:00,15.1066089209,100,28.9629755842,100,24.807683406,100,20.8051651473,100,24.1519849009,100,12.5221253751,100
09.01.2021 01:00,12.366400056,100,35.091030525,100,17.9058474754,100,9.7311768845,100,22.9822433194,100,13.4322811226,100
09.01.2021 02:00,13.8509835503,100,12.6150480788,100,13.3759956078,100,4.6245949827,100,14.5409263191,100,10.5103249669,100
09.01.2021 03:00,14.0638661447,100,13.4284781545,100,16.1814436837,100,4.2843587468,100,16.1132355535,100,10.6286804859,100
09.01.2021 04:00,13.1057751384,100,14.4413796269,100,16.8293906747,100,7.6158370778,100,13.5649905233,100,7.7642571412,100
09.01.2021 05:00,14.0703213922,100,11.9851394617,100,15.3198213446,100,8.5464711321,100,16.7201134262,100,7.858525772,100
09.01.2021 06:00,11.8640568283,100,13.4075046133,100,19.6360139307,100,9.8611470491,100,19.6678443387,100,7.3258358214,100
09.01.2021 07:00,13.8790524712,100,10.9580255368,100,26.5420878663,100,6.1255006425,100,23.0100281555,100,6.3266856068,100
09.01.2021 08:00,14.5499687372,100,16.464312574,100,11.0057635962,100,7.1766168698,100,33.4269997966,100,11.2924404673,100
09.01.2021 09:00,20.7777532602,100,15.643912271,100,9.0639765973,100,7.5480157382,100,47.4253259708,100,21.7355390613,100
09.01.2021 10:00,21.521244032,100,22.7749175875,100,14.0283335926,100,13.3830684986,100,35.2085540913,100,28.1471646568,100
09.01.2021 11:00,37.2345510233,100,28.8967860635,100,33.454091804,100,20.264033163,100,57.3103431535,100,33.2196719885,100
09.01.2021 12:00,32.7816351995,100,38.0707253155,100,28.275305126,100,27.9666234459,100,49.4114294124,100,29.1822691399,100
09.01.2021 13:00,41.1381508675,100,28.9064064501,100,9.2813606873,100,30.5741139627,100,44.4687386375,100,37.1605608033,100
