Det gjennomfoeres kvalitetskontroll av luftkvalitetsdata.QC-flagg viser hvilket nivaa av kvalitetskontroll dataene har vaert gjennom.QC=1 (Raadata) QC = 2(Automatisk kontrollerte data) QC= 3(Skalerte data) QC= 4(Kvalitetssikrede data / Godkjente data)
Ved kvalitetskontroll flagges verdier som gyldige eller ugyldige(f.eks ved instrumentfeil).QA = 0(Gyldig verdi) QA = 1(Ugyldig verdi)
Data er hentet fra loesningen https://luftkvalitet.nilu.no 
Tid,Alnabru NO2 µg/m³ Hour,Dekning,Bygdøy Alle NO2 µg/m³ Hour,Dekning,Hjortnes NO2 µg/m³ Hour,Dekning,Kirkeveien NO2 µg/m³ Hour,Dekning,Manglerud NO2 µg/m³ Hour,Dekning,Rv 4- Aker sykehus NO2 µg/m³ Hour,Dekning,Åkebergveien NO2 µg/m³ Hour,Dekning
01.01.2019 17:00,7.7613338634,100,24.731487529,100,33.2955382236,100,3.8370935769,100,18.5648271593,100,2.8391804781,100,4.8444224483,100
01.01.2019 18:00,3.7774463816,100,22.4817657099,100,31.9724402302,100,3.8338985794,100,12.7802527845,100,3.28469235,100,5.2685275782,100
01.01.2019 19:00,2.5075151319,100,20.9043355581,100,20.0880814413,100,2.6239323114,100,9.8888854431,100,2.1232739543,100,4.634334231,100
01.01.2019 20:00,3.3565486638,100,22.038673605,100,14.8273629319,100,2.5173353031,100,9.5046461566,100,0.246361293,100,5.9072548156,100
01.01.2019 21:00,5.663318822,100,18.6550426166,100,14.8282504133,100,2.1530377448,100,11.8187478736,100,1.533624865,100,6.5466950026,100
01.01.2019 22:00,6.3047165489,100,13.9147379907,100,11.0975812525,100,1.8095240816,100,8.1565031422,100,1.0475709645,100,3.7923702076,100
01.01.2019 23:00,4.2005004121,100,16.1785451094,100,7.546359871,100,1.7777404678,100,5.8432294472,100,0.7159281901,100,2.9435268931,100
02.01.2019 00:00,3.3651359387,100,12.3397350304,100,7.1274983011,100,0.6850467903,100,4.8800588404,100,0.6134595671,100,2.9427127617,100
02.01.2019 01:00,3.9887836086,100,12.7916014101,100,8.0021526203,100,0.6788760721,100,2.9524896634,100,0.5572963597,100,2.3088027586,100
02.01.2019 02:00,1.6833126452,100,10.9799962214,100,3.1460200661,100,0.7406241561,100,2.182125569,100,0.5518036548,100,1.2488095144,100
02.01.2019 03:00,2.7405668268,100,13.6905172794,100,3.3644091533,100,0.609632303,100,2.1827381276,100,0.4743972261,100,1.2504950459,100
02.01.2019 04:00,4.6251359294,100,12.3425000396,100,1.8390915205,100,0.3541188645,100,4.1119788548,100,0.4331280848,100,2.10159484,100
02.01.2019 05:00,5.4705642091,100,13.4752621548,100,5.5677176316,100,0.7720924134,100,3.1485998328,100,0.3195941533,100,1.2520905342,100
02.01.2019 06:00,12.5918007413,100,19.5806490478,100,32.1775209719,100,0.981247411,100,12.0197991121,100,0.9930998948,100,1.6763502314,100
02.01.2019 07:00,66.9965400583,100,55.9742418931,100,67.4087428195,100,8.3587403487,100,56.3703482091,100,48.5724471515,100,14.8492026307,100
02.01.2019 08:00,134.6648381038,100,61.203122869,100,108.5208529817,100,30.4472014108,100,61.5756308195,100,65.5967993504,100,24.385548486,100
02.01.2019 09:00,148.3405333086,100,80.2322430366,100,125.0688863044,100,73.323681858,100,74.110497338,100,41.0549254114,100,42.2333022093,100
02.01.2019 10:00,162.1974616112,100,60.488823807,100,92.7505057007,100,74.3076053724,100,91.8426698424,100,24.5460490208,100,132.6879214259,100
02.01.2019 11:00,150.26856716,100,109.0960092529,100,114.2258924674,100,56.2957707508,100,110.3478344959,100,16.3268379836,100,75.8606807894,100
02.01.2019 12:00,138.2370870641,100,106.8397844505,100,109.4502024944,100,83.0444510614,100,99.5542140815,100,18.4080179298,100,76.5979254876,100
02.01.2019 13:00,124.1885465525,100,110.2480364618,100,77.6068862837,100,44.5224986425,100,118.4454159079,100,60.8482351084,100,78.100648553,100
02.01.2019 14:00,104.8767373021,100,94.4981990055,100,108.2103081722,100,43.2035945307,100,98.9831517228,100,84.124937784,100,73.6034307034,100
02.01.2019 15:00,113.8711881194,100,47.6393575168,100,98.1243947155,100,18.3165773344,100,109.9778164769,100,67.7362201521,100,22.8945778222,100
02.01.2019 16:00,120.0431803638,100,59.4149224586,100,117.0271326378,100,24.3141454813,100,109.2099749908,100,47.6997296319,100,60.8584947939,100
02.01.2019 17:00,107.2027266897,100,77.3116610254,100,122.5898402274,100,37.8241915629,100,128.8694853985,100,47.279279564,100,68.6073997017,100
02.01.2019 18:00,101.5323240418,100,89.3276544668,100,76.1742164716,100,44.0606650646,100,81.6511832559,100,38.3481314308,100,50.3726764107,100
02.01.2019 19:00,95.642582319,100,91.8506881507,100,85.5908425706,100,63.3316202578,100,101.7001229861,100,31.8403434704,100,46.306213172,100
02.01.2019 20:00,99.3352915771,100,80.6518860979,100,23.7465095579,100,72.1533353861,100,99.5765169336,100,17.0141380888,100,26.7275950297,100
02.01.2019 21:00,98.0517229011,100,82.7395520736,100,5.757740268,100,72.4655953315,100,70.6617099281,100,5.5283255647,100,38.841421674,100
02.01.2019 22:00,74.9574314676,100,48.0971425806,100,14.3470103046,100,42.3484326757,100,56.9709227407,100,19.073212385,100,18.8797774855,100
02.01.2019 23:00,53.892616181,100,73.649283336,100,38.743425257,100,68.8562503823,100,56.3920758404,100,5.1796138051,100,18.6781361958,100
03.01.2019 00:00,18.0954762384,100,67.5958905297,100,43.3000353092,100,35.5726504631,100,36.7249522829,100,3.703009792,100,16.776913861,100
03.01.2019 01:00,18.7181015134,100,45.1588686253,100,31.8472360091,100,19.9603491146,100,36.9172777534,100,1.6669060641,100,15.7036887805,100
03.01.2019 02:00,19.9996224867,100,18.9523867397,100,14.5224144362,100,8.654670064,100,19.7549154717,100,1.0943621409,100,21.2280868466,100
03.01.2019 03:00,54.8605305985,100,22.3418347048,100,19.353566982,100,2.0213602334,100,15.1256100172,100,0.7686101273,100,10.6133143864,100
03.01.2019 04:00,52.921906634,100,23.6955499517,100,11.4870394038,100,2.6019843731,100,37.6915354944,100,0.6519523472,100,19.3203903948,100
03.01.2019 05:00,55.7765225273,100,26.4097365243,100,10.4195323351,100,6.0287227802,100,30.1718364181,100,5.3175062481,100,11.0368467689,100
03.01.2019 06:00,95.0794152078,100,35.6859009666,100,35.9297923678,100,24.4907113102,100,28.6285418948,100,25.2737655574,100,20.5920454752,100
03.01.2019 07:00,106.5526971732,100,53.3461303911,100,99.0364843272,100,54.7221548351,100,51.3775476665,100,58.1085600639,100,41.1937251917,100
03.01.2019 08:00,119.8583477377,100,96.7452446383,100,125.2334770698,100,,0,37.1172945179,100,64.3093224144,100,89.828961988,100
03.01.2019 09:00,152.9543694179,100,,0,123.7072666036,100,,0,77.7953466429,100,98.0210777632,100,,0
03.01.2019 10:00,,0,101.8131567881,100,143.8814377638,100,96.5032157591,100,63.7322490968,100,76.7568714552,100,,0
03.01.2019 11:00,132.4881952575,100,109.8430499827,100,147.1694303395,100,94.6985218206,100,58.3355148329,100,75.7066803078,100,115.567756155,100
03.01.2019 12:00,140.8110532414,100,116.1092177685,100,137.3248322177,100,89.6085640095,100,55.6368568778,100,103.8285733253,100,91.126042991,100
03.01.2019 13:00,142.912831022,100,98.8017156417,100,99.19248472,100,88.7165186745,100,73.9395214154,100,88.5818972435,100,79.4260392572,100
03.01.2019 14:00,97.6264177192,100,109.418996708,100,109.4726250893,100,98.6001697432,100,77.8038706545,100,82.8992556631,100,86.2208536263,100
03.01.2019 15:00,89.2530560193,100,112.9038028482,100,87.9359564284,100,94.9070433256,100,98.6243564654,100,82.3496879549,100,83.3158929382,100
03.01.2019 16:00,120.5506234123,100,108.0774859941,100,104.9800234502,100,90.0441220011,100,87.255786067,100,78.2659323931,100,85.4425694161,100
03.01.2019 17:00,120.9225194384,100,94.0099131089,100,115.7117450868,100,103.0872249375,100,87.2524444756,100,70.7072025455,100,97.2825844777,100
03.01.2019 18:00,88.5386322836,100,96.3521707707,100,120.9874533921,100,95.7879778217,100,59.8844879872,100,67.2272967974,100,98.5100687165,100
03.01.2019 19:00,82.3262521322,100,99.097685588,100,122.5561297043,100,88.1217185533,100,72.9826332977,100,67.8269571079,100,87.9717706048,100
03.01.2019 20:00,78.1275990471,100,92.0771538507,100,120.2557880615,100,80.8012026148,100,78.3770547822,100,62.987687879,100,79.6998450335,100
03.01.2019 21:00,91.2863117956,100,85.00414627,100,104.1555320753,100,72.890686813,100,74.7184498304,100,67.1974681261,100,77.9293475628,100
03.01.2019 22:00,91.80257387,100,81.828270874,100,90.3167826051,100,69.7436128748,100,68.9379776163,100,65.7997511908,100,72.728737884,100
03.01.2019 23:00,95.4070750547,100,73.9970797327,100,80.8983070945,100,66.0129793055,100,65.8511448003,100,71.8131174441,100,72.8596824877,100
04.01.2019 00:00,92.2106283521,100,70.6556995344,100,78.1000583541,100,58.7052438751,100,56.0217592994,100,58.8458746631,100,68.0227833235,100
04.01.2019 01:00,79.7170582652,100,68.3782707439,100,67.5380231178,100,54.3972370714,100,49.471962873,100,53.0028540881,100,62.71935201,100
04.01.2019 02:00,77.2743876955,100,64.8954588967,100,60.9750734705,100,52.0874263702,100,45.4231363505,100,51.5881150235,100,69.0301997658,100
04.01.2019 03:00,69.0065668586,100,65.1092286458,100,55.2416316566,100,42.1571070355,100,42.9209956201,100,56.4647178324,100,64.2079949873,100
04.01.2019 04:00,67.6461287514,100,66.6721578349,100,52.3408467476,100,35.9997747028,100,44.0677789641,100,32.5863217036,100,63.3588825879,100
04.01.2019 05:00,68.0525162919,100,64.2062338157,100,58.0713100781,100,36.8315512878,100,38.6799273573,100,53.5331662196,100,55.0132294501,100
04.01.2019 06:00,74.6892081498,100,71.7169483907,100,62.9546476792,100,40.0746336107,100,47.1577660764,100,51.444685286,100,53.0594958458,100
04.01.2019 07:00,88.4136702396,100,76.6062476178,100,83.0184235046,100,48.3067319152,100,89.3640263435,100,58.6008553232,100,57.9875747423,100
04.01.2019 08:00,80.6532464804,100,72.1212171357,100,97.874884042,100,57.699388051,100,98.2185142848,100,60.3072300631,100,61.2696028285,100
04.01.2019 09:00,82.7473846485,100,75.3221226554,100,100.558021388,100,64.4929739449,100,80.4849452469,100,71.6243548695,100,61.5779790569,100
04.01.2019 10:00,92.1801896872,100,84.1407253091,100,110.6049267932,100,70.4617163158,100,65.0808424795,100,68.4387424329,100,73.6123063664,100
04.01.2019 11:00,109.7867583405,100,84.0759812048,100,117.8794754729,100,72.4313727953,100,67.5936403158,100,74.2226961061,100,81.7375787266,100
04.01.2019 12:00,156.7444986608,100,97.2814193708,100,114.2852391524,100,76.4349309207,100,61.4386004511,100,88.6318549014,100,77.2839591911,100
04.01.2019 13:00,184.7451661862,100,96.1339160554,100,120.0965329221,100,82.5135008286,100,72.4296826073,100,66.4570116945,100,78.4254887207,100
04.01.2019 14:00,170.2080995734,100,98.7517843346,100,135.2368360876,100,94.2799290615,100,94.4009644393,100,49.6883348122,100,90.7859949326,100
04.01.2019 15:00,195.6387905315,100,116.1500204965,100,140.035407846,100,87.1916385088,100,99.0270812982,100,77.2605619444,100,113.036713267,100
04.01.2019 16:00,208.0104454532,100,111.9218967657,100,160.4236525939,100,89.4532474284,100,119.2628291054,100,67.7645604999,100,114.3576483818,100
04.01.2019 17:00,201.9861947152,100,105.7950871803,100,150.1539678697,100,87.6276952296,100,103.4538033166,100,52.7363796539,100,109.5603478274,100
04.01.2019 18:00,202.7936506069,100,93.8078733033,100,143.6638281813,100,93.6696497167,100,63.5692414999,100,55.8713369716,100,109.4798742413,100
04.01.2019 19:00,188.1869252601,100,90.0202674977,100,129.2192590478,100,80.782901108,100,76.2869413041,100,75.9517557078,100,104.6570629684,100
04.01.2019 20:00,167.8004576436,100,106.909148181,100,110.2145352123,100,76.4151877077,100,61.4472654982,100,61.550526919,100,106.486125922,100
04.01.2019 21:00,148.7743995239,100,87.8349146915,100,101.2064178576,100,66.8481390965,100,61.0631787949,100,85.2089797466,100,94.379447825,100
04.01.2019 22:00,88.5404643057,100,92.5036376196,100,92.1424955823,100,66.667739137,100,64.7233822,100,85.9359701477,100,93.1227292597,100
04.01.2019 23:00,65.0234378017,100,77.0960759769,100,84.3358183681,100,60.5481053027,100,52.0019315111,100,33.4725330551,100,84.8199282953,100
05.01.2019 00:00,68.1736504639,100,73.9840345938,100,79.2309502319,100,53.3141970877,100,58.3682749845,100,4.892761403,100,64.4532843382,100
05.01.2019 01:00,52.7143244607,100,73.8463006965,100,69.5924701802,100,44.7749444648,100,71.4764221507,100,2.5204515587,100,61.5086048472,100
05.01.2019 02:00,46.55799889,100,64.7923240522,100,67.0975617277,100,41.5053668875,100,48.5379341015,100,1.4144869998,100,55.4212560525,100
05.01.2019 03:00,33.7634154311,100,64.4552647233,100,54.9795402678,100,23.305273856,100,31.760248948,100,0.9824668359,100,51.9246194181,100
05.01.2019 04:00,28.2745897974,100,57.756515928,100,47.4607083608,100,13.456211469,100,28.2880274867,100,0.9398575136,100,51.855534638,100
05.01.2019 05:00,22.6586278688,100,56.7493160567,100,44.3921470682,100,6.3972165556,100,47.0028275238,100,0.7471544166,100,51.2775114386,100
05.01.2019 06:00,54.3159611139,100,55.0870535269,100,42.1355956161,100,26.7058951494,100,49.510093612,100,6.7361460368,100,49.5804461038,100
05.01.2019 07:00,62.3187043549,100,58.0385749021,100,49.5058856622,100,42.9730810731,100,58.952717036,100,6.5548581146,100,45.5385692584,100
05.01.2019 08:00,69.5003850425,100,56.1028198474,100,59.9569078906,100,41.1855377233,100,61.8463939586,100,27.7877016952,100,53.5910391933,100
05.01.2019 09:00,60.104201685,100,58.8248371199,100,65.1476830119,100,50.694635229,100,64.1587371789,100,39.3860189921,100,54.8548795549,100
05.01.2019 10:00,69.1520852159,100,63.8791675076,100,79.9366558993,100,52.3588477895,100,82.4753302707,100,45.914098289,100,56.2270592028,100
05.01.2019 11:00,78.6689260141,100,81.6016445021,100,85.4559279708,100,65.5977407115,100,50.6625549271,100,58.6471029543,100,59.8706293502,100
05.01.2019 12:00,81.0397629666,100,90.2560637781,100,97.4945341917,100,70.5095108069,100,85.3524289596,100,51.0724368625,100,63.2287846011,100
05.01.2019 13:00,95.3240844766,100,101.2629614284,100,90.7412962895,100,83.871335148,100,63.7647341183,100,85.4030158788,100,72.4859006466,100
05.01.2019 14:00,111.8887918938,100,126.4331725344,100,60.6797281607,100,111.5842680285,100,123.3149284466,100,85.1375312939,100,69.2851343638,100
05.01.2019 15:00,143.2604204226,100,100.8201921004,100,62.0917315951,100,109.4816867235,100,96.3400272628,100,85.4999251696,100,71.5804107544,100
05.01.2019 16:00,139.9765668005,100,75.1746171172,100,99.3217909095,100,107.1235724696,100,94.981278734,100,104.5605512862,100,67.8707075748,100
05.01.2019 17:00,134.3211246352,100,70.1414439955,100,105.7611293229,100,79.6010097993,100,68.5791120372,100,78.1543514951,100,81.6403621578,100
05.01.2019 18:00,93.0481818995,100,82.8667091981,100,97.7325437096,100,71.6104243781,100,63.0052571209,100,62.5450317088,100,97.6030605502,100
05.01.2019 19:00,81.1840433929,100,94.7713774195,100,101.0656139302,100,66.4712615093,100,77.4607997481,100,67.293037921,100,81.3516418019,100
05.01.2019 20:00,68.8643604774,100,89.80511416,100,100.5316718497,100,67.5534617725,100,62.6242890454,100,73.4925985366,100,72.1657856004,100
05.01.2019 21:00,64.14447918,100,66.8430845523,100,85.1253405731,100,62.6784521049,100,98.281594678,100,47.8381501221,100,60.3063433243,100
05.01.2019 22:00,57.4417609943,100,69.3212998564,100,73.7608030793,100,59.4722952966,100,77.642150441,100,59.2187048466,100,63.1367608322,100
05.01.2019 23:00,48.0658271848,100,57.4826325907,100,73.3228385674,100,55.6644102601,100,56.0560473779,100,50.9449265257,100,55.7513323243,100
06.01.2019 00:00,47.7010032187,100,56.2715062594,100,65.7844901992,100,41.1087290421,100,66.4697255916,100,52.6069795785,100,52.1186182661,100
06.01.2019 01:00,47.1192538346,100,52.7167311011,100,63.7341035273,100,40.3604056651,100,40.0613062913,100,49.718492179,100,47.4138832128,100
06.01.2019 02:00,46.0636447968,100,55.1875759538,100,55.1872454484,100,39.2315937146,100,45.656733623,100,42.1072552511,100,44.2062498965,100
06.01.2019 03:00,37.6437048528,100,46.0810143707,100,47.6773973142,100,30.0099321517,100,41.6099436708,100,31.2472830621,100,44.3014170749,100
06.01.2019 04:00,31.9305358976,100,46.77556434,100,42.2890908815,100,40.5835849309,100,42.570123458,100,20.0064928556,100,40.8510887459,100
06.01.2019 05:00,34.3033171126,100,49.9164635227,100,38.8997956451,100,30.2430963168,100,36.405849189,100,38.2928767387,100,38.5714819283,100
06.01.2019 06:00,35.3424163872,100,51.6898689195,100,39.9917855123,100,35.6555790801,100,36.0235764097,100,24.107896177,100,37.478793841,100
06.01.2019 07:00,39.3363219848,100,60.9955282216,100,41.6906066675,100,37.1444453728,100,37.7563924233,100,30.4941943254,100,36.2258339397,100
06.01.2019 08:00,36.5676940519,100,60.2940980351,100,45.7739744585,100,37.5723868753,100,41.0331489825,100,29.3301094143,100,37.515639632,100
06.01.2019 09:00,34.4391014306,100,58.3613737408,100,49.7289676868,100,35.0815445178,100,36.205650364,100,35.0432431309,100,36.0382434984,100
06.01.2019 10:00,46.7068811028,100,58.6239759446,100,48.8475201323,100,36.7762780993,100,47.3921292905,100,40.8077278665,100,35.6748483677,100
06.01.2019 11:00,54.7468417353,100,58.7060508172,100,55.2325825408,100,41.4607337342,100,45.2693757181,100,38.9515836433,100,37.5414000099,100
06.01.2019 12:00,39.6390336544,100,59.7718965085,100,66.9983570225,100,45.747756336,100,56.0708916324,100,43.2328328004,100,32.2570263267,100
06.01.2019 13:00,42.0095095348,100,72.4290467846,100,47.7029668735,100,49.1097524717,100,74.2018961374,100,50.2167205749,100,33.9258282246,100
06.01.2019 14:00,51.2328690947,100,55.2736519416,100,48.98582176,100,49.8430168927,100,81.8969012519,100,59.3482234405,100,38.0056892745,100
06.01.2019 15:00,65.5377877851,100,59.9270918851,100,71.5865379785,100,51.6227520844,100,88.073543739,100,59.8378744237,100,42.2726655156,100
06.01.2019 16:00,63.1766522136,100,58.038078184,100,78.7357015122,100,42.0714706874,100,73.8075298993,100,53.9456344868,100,36.4515124597,100
06.01.2019 17:00,66.6058762947,100,51.4551936298,100,84.6808350406,100,57.6922984632,100,68.7943302615,100,46.4012904353,100,36.8301059389,100
06.01.2019 18:00,59.2603014595,100,55.3944438446,100,99.9396187183,100,54.249716355,100,55.6827220624,100,62.7877041195,100,41.968777029,100
06.01.2019 19:00,60.7800764567,100,60.0277637904,100,96.1398572296,100,49.4022391998,100,74.191875613,100,46.9205223808,100,43.2540992208,100
06.01.2019 20:00,56.9327070138,100,79.7361931303,100,86.7965541496,100,46.9397401059,100,65.5262200459,100,44.6413465906,100,39.6306804118,100
06.01.2019 21:00,43.5726197424,100,74.4514953321,100,65.3776237158,100,46.9386092562,100,52.0311729768,100,37.4963447981,100,39.4183535873,100
06.01.2019 22:00,45.0750415121,100,64.9868546683,100,37.9429952336,100,40.2177758824,100,48.9458488765,100,36.2367135969,100,37.3316907662,100
06.01.2019 23:00,41.058631166,100,60.6060102091,100,31.1010255071,100,38.1683442188,100,46.0567569844,100,34.5160171342,100,38.0060397627,100
07.01.2019 00:00,38.9044892906,100,60.3068095529,100,31.128470561,100,37.2012485178,100,36.609477455,100,34.4291008327,100,35.8255433659,100
07.01.2019 01:00,33.4501003213,100,55.8111491837,100,29.3896281778,100,32.4864144055,100,34.105403067,100,32.0616284037,100,36.0482122776,100
07.01.2019 02:00,33.8884889247,100,56.4263878356,100,30.9886705206,100,31.7185311476,100,32.3732001881,100,30.982075403,100,35.3934945282,100
07.01.2019 03:00,33.8342539282,100,62.5094199907,100,31.3322735886,100,31.4416307309,100,36.2249643446,100,29.8918767247,100,33.2402903498,100
07.01.2019 04:00,32.6666881633,100,58.4343780706,100,30.5858502094,100,31.1756185114,100,36.9852187365,100,26.6177536066,100,33.2270153403,100
07.01.2019 05:00,34.4330499516,100,56.1844863833,100,31.5552665545,100,29.7408670044,100,37.9562092567,100,27.9851945541,100,32.6063326445,100
07.01.2019 06:00,46.461968713,100,53.9849835498,100,30.831622744,100,34.3883513818,100,50.4796286012,100,24.7249056638,100,31.3930603789,100
07.01.2019 07:00,65.5404609676,100,61.5182144449,100,59.8210401539,100,33.2958517533,100,62.0383776656,100,31.8123480958,100,34.6240600941,100
07.01.2019 08:00,63.1757464861,100,62.9772354105,100,37.3588215973,100,43.5745173668,100,83.7893744987,100,42.013431735,100,44.1841631345,100
07.01.2019 09:00,73.0640398369,100,53.672215304,100,30.4790115937,100,37.3718701967,100,46.4190522123,100,46.1838512034,100,39.7463671526,100
07.01.2019 10:00,57.4331892252,100,48.4652488359,100,36.1392593975,100,39.0138775222,100,55.8442079179,100,39.6036998475,100,38.8621662128,100
07.01.2019 11:00,53.5638172056,100,51.031834273,100,30.9487107761,100,31.4312681615,100,63.5483108135,100,34.8511132924,100,35.0053621546,100
07.01.2019 12:00,38.2240323732,100,49.5505603956,100,24.2446592213,100,31.6247837116,100,38.717348397,100,40.9649323632,100,30.3886692189,100
07.01.2019 13:00,32.7053148687,100,56.7308394331,100,24.6425050754,100,28.8638817416,100,23.7081502121,100,42.5458043619,100,31.5786127459,100
07.01.2019 14:00,26.7659408068,100,54.045458869,100,26.8407679846,100,39.0812689853,100,36.0485966513,100,45.8818591322,100,40.7950884861,100
07.01.2019 15:00,43.2254379656,100,52.9052714589,100,56.9067420261,100,28.0691949048,100,48.579705571,100,47.479194731,100,44.7784066043,100
07.01.2019 16:00,38.44526491,100,68.5705045558,100,64.2408904105,100,45.2772396997,100,46.6575656524,100,55.2124448666,100,39.7576634985,100
07.01.2019 17:00,44.3727660897,100,73.2836386098,100,73.540109738,100,34.7088831141,100,45.8838453112,100,54.246309192,100,36.9758078162,100
07.01.2019 18:00,60.4625858491,100,70.8540581733,100,79.6274819723,100,47.5480283231,100,89.2327687905,100,52.7576908415,100,40.7922312346,100
07.01.2019 19:00,56.0303930085,100,75.277234625,100,79.378919767,100,46.6485911611,100,91.9327531436,100,49.0856584997,100,44.1963819358,100
07.01.2019 20:00,58.3847869236,100,72.9897024409,100,81.510231782,100,52.2746522454,100,95.4109698147,100,49.7354180768,100,46.5207182252,100
07.01.2019 21:00,44.6928558439,100,65.9648917239,100,66.0528591056,100,40.7526209329,100,91.7510274182,100,27.8674546248,100,43.5090970359,100
07.01.2019 22:00,39.9964290964,100,67.3286337163,100,51.0634804286,100,30.250511116,100,67.282641472,100,25.1834261836,100,36.2714676704,100
07.01.2019 23:00,48.2848916053,100,60.2885896976,100,47.2054927017,100,19.7691080943,100,47.6304843566,100,27.1075191968,100,35.4626405885,100
08.01.2019 00:00,41.7982444279,100,60.2953714292,100,32.3872762369,100,13.453352324,100,32.5827816955,100,14.8399021055,100,23.0251892445,100
08.01.2019 01:00,20.953531392,100,56.8832476116,100,32.6397488302,100,10.3310747806,100,26.0333287127,100,20.7741552357,100,17.3560519824,100
08.01.2019 02:00,22.9746021103,100,66.7282798584,100,30.7567503444,100,11.7152505297,100,33.942647739,100,9.8066316223,100,17.7865203033,100
08.01.2019 03:00,29.9748996862,100,54.9975180553,100,31.7109278829,100,15.7515372736,100,36.6447508049,100,10.4684705722,100,16.9379741879,100
08.01.2019 04:00,31.1796869955,100,50.9389376066,100,33.5614953289,100,13.6887653721,100,17.1632606425,100,7.6284646607,100,11.2749162395,100
08.01.2019 05:00,30.6565302896,100,40.1050562588,100,24.2519607312,100,13.8135060537,100,17.3550821574,100,5.4362848907,100,9.184093676,100
08.01.2019 06:00,40.253932417,100,38.7793917661,100,33.6972033773,100,6.7559414686,100,31.4345106272,100,4.8426123249,100,10.2407570504,100
08.01.2019 07:00,49.2280773927,100,30.690808663,100,45.2740668749,100,6.9343439497,100,53.2200610988,100,4.2516283052,100,10.0302948789,100
08.01.2019 08:00,32.6074747912,100,42.22785036,100,49.5697503713,100,11.1435216783,100,57.0784455982,100,3.2418928958,100,16.1170305805,100
08.01.2019 09:00,35.2954918632,100,57.1653730806,100,57.7720704273,100,11.6984408231,100,51.6838532869,100,3.0777100912,100,30.7796795481,100
08.01.2019 10:00,49.0040493889,100,56.419908783,100,54.7512538391,100,12.6085225784,100,59.2125905307,100,4.3265212133,100,28.0767697237,100
08.01.2019 11:00,36.3835518834,100,46.4527134435,100,46.5340726881,100,9.0473818411,100,55.5538503966,100,2.4776428162,100,15.0567928753,100
