Det gjennomfoeres kvalitetskontroll av luftkvalitetsdata.QC-flagg viser hvilket nivaa av kvalitetskontroll dataene har vaert gjennom.QC=1 (Raadata) QC = 2(Automatisk kontrollerte data) QC= 3(Skalerte data) QC= 4(Kvalitetssikrede data / Godkjente data)
Ved kvalitetskontroll flagges verdier som gyldige eller ugyldige(f.eks ved instrumentfeil).QA = 0(Gyldig verdi) QA = 1(Ugyldig verdi)
Data er hentet fra loesningen https://luftkvalitet.nilu.no 
Fra-tid,Til-tid,Alnabru NO2 µg/m³,QA,QC,Bygdøy Alle NO2 µg/m³,QA,QC,Hjortnes NO2 µg/m³,QA,QC,Kirkeveien NO2 µg/m³,QA,QC,Manglerud NO2 µg/m³,QA,QC,Rv 4- Aker sykehus NO2 µg/m³,QA,QC
03.01.2022 06:00,03.01.2022 07:00,51.4,0,4,33.1,0,4,43.3,0,4,15.7,0,4,68.2,0,4,12.4,0,4
03.01.2022 07:00,03.01.2022 08:00,56.6,0,4,37.9,0,4,48.3,0,4,31,0,4,61.9,0,4,18.1,0,4
03.01.2022 08:00,03.01.2022 09:00,75.7,0,4,39.1,0,4,52.6,0,4,40.3,0,4,78.9,0,4,28.7,0,4
03.01.2022 09:00,03.01.2022 10:00,74.3,0,4,42.8,0,4,67.7,0,4,38.4,0,4,83.7,0,4,24.6,0,4
03.01.2022 10:00,03.01.2022 11:00,88.9,0,4,46.3,0,4,68.8,0,4,50,0,4,60,0,4,26.5,0,4
03.01.2022 11:00,03.01.2022 12:00,87.5,0,4,45.2,0,4,74.8,0,4,58.4,0,4,23.1,0,4,42.6,0,4
03.01.2022 12:00,03.01.2022 13:00,94.8,0,4,52.2,0,4,75.3,0,4,63.1,0,4,,1,4,47.8,0,4
03.01.2022 13:00,03.01.2022 14:00,38,0,4,54.7,0,4,86,0,4,64.6,0,4,22.7,0,4,48.2,0,4
03.01.2022 14:00,03.01.2022 15:00,40.1,0,4,52,0,4,84.1,0,4,61,0,4,22.1,0,4,50.2,0,4
03.01.2022 15:00,03.01.2022 16:00,39.2,0,4,60.6,0,4,83.9,0,4,52.5,0,4,15.2,0,4,37,0,4
03.01.2022 16:00,03.01.2022 17:00,33.5,0,4,58.8,0,4,65.6,0,4,54.4,0,4,16.5,0,4,28.2,0,4
03.01.2022 17:00,03.01.2022 18:00,29.2,0,4,69.1,0,4,67.8,0,4,45.5,0,4,14,0,4,25.4,0,4
03.01.2022 18:00,03.01.2022 19:00,27.5,0,4,69.2,0,4,78.5,0,4,58.6,0,4,23.3,0,4,33.9,0,4
03.01.2022 19:00,03.01.2022 20:00,43.3,0,4,64.2,0,4,61.9,0,4,55.9,0,4,37.3,0,4,37.3,0,4
03.01.2022 20:00,03.01.2022 21:00,52.5,0,4,56.5,0,4,37.5,0,4,32.3,0,4,42.2,0,4,36.6,0,4
03.01.2022 21:00,03.01.2022 22:00,55,0,4,34.1,0,4,5.9,0,4,6.9,0,4,38.1,0,4,12.7,0,4
03.01.2022 22:00,03.01.2022 23:00,26.6,0,4,23.5,0,4,34.6,0,4,18.7,0,4,41.4,0,4,19.1,0,4
03.01.2022 23:00,04.01.2022 00:00,20,0,4,52.2,0,4,25.6,0,4,16.9,0,4,12.5,0,4,19.5,0,4
04.01.2022 00:00,04.01.2022 01:00,27.7,0,4,17.6,0,4,22.3,0,4,23.3,0,4,6.9,0,4,22.7,0,4
04.01.2022 01:00,04.01.2022 02:00,19.8,0,4,21.6,0,4,10.6,0,4,13.2,0,4,4.4,0,4,11.8,0,4
04.01.2022 02:00,04.01.2022 03:00,17.9,0,4,25.6,0,4,8.1,0,4,13.6,0,4,3.7,0,4,28.4,0,4
04.01.2022 03:00,04.01.2022 04:00,19.4,0,4,21.3,0,4,6.3,0,4,17,0,4,7.3,0,4,18.3,0,4
04.01.2022 04:00,04.01.2022 05:00,25.8,0,4,10.7,0,4,14,0,4,9.7,0,4,6.6,0,4,16,0,4
04.01.2022 05:00,04.01.2022 06:00,32,0,4,12.7,0,4,1.1,0,4,15.9,0,4,5.8,0,4,9.3,0,4
04.01.2022 06:00,04.01.2022 07:00,37.1,0,4,19.3,0,4,2.1,0,4,16.7,0,4,11,0,4,22.8,0,4
04.01.2022 07:00,04.01.2022 08:00,29.2,0,4,55,0,4,3.1,0,4,46.3,0,4,21.2,0,4,37.1,0,4
04.01.2022 08:00,04.01.2022 09:00,42,0,4,62.6,0,4,40.5,0,4,65.2,0,4,28.5,0,4,44.6,0,4
04.01.2022 09:00,04.01.2022 10:00,47.5,0,4,60.4,0,4,82.4,0,4,67,0,4,30.8,0,4,46.9,0,4
04.01.2022 10:00,04.01.2022 11:00,58.9,0,4,65.1,0,4,91.9,0,4,64.2,0,4,45.5,0,4,54.5,0,4
04.01.2022 11:00,04.01.2022 12:00,34.8,0,4,65.4,0,4,84.5,0,4,65.1,0,4,24.7,0,4,51.7,0,4
04.01.2022 12:00,04.01.2022 13:00,53.1,0,4,73.5,0,4,71,0,4,60.5,0,4,28.9,0,4,,1,4
04.01.2022 13:00,04.01.2022 14:00,41.2,0,4,69.3,0,4,40.3,0,4,39.1,0,4,29.1,0,4,41.2,0,4
04.01.2022 14:00,04.01.2022 15:00,55.3,0,4,59.6,0,4,85.9,0,4,64.3,0,4,31.2,0,4,39.3,0,4
04.01.2022 15:00,04.01.2022 16:00,102,0,4,60.5,0,4,95.7,0,4,67.2,0,4,35.1,0,4,60.2,0,4
04.01.2022 16:00,04.01.2022 17:00,86.2,0,4,56.1,0,4,96,0,4,73,0,4,47.8,0,4,65.2,0,4
04.01.2022 17:00,04.01.2022 18:00,94.8,0,4,60.8,0,4,86.1,0,4,69.3,0,4,67.7,0,4,53.3,0,4
04.01.2022 18:00,04.01.2022 19:00,96.7,0,4,53.1,0,4,83.9,0,4,60.2,0,4,54.8,0,4,51,0,4
04.01.2022 19:00,04.01.2022 20:00,94.5,0,4,49.1,0,4,76.7,0,4,57.8,0,4,49.8,0,4,55.5,0,4
04.01.2022 20:00,04.01.2022 21:00,104.1,0,4,45.8,0,4,69.5,0,4,50.2,0,4,50,0,4,51.6,0,4
04.01.2022 21:00,04.01.2022 22:00,82.1,0,4,46.8,0,4,57.7,0,4,46.4,0,4,61,0,4,44.9,0,4
04.01.2022 22:00,04.01.2022 23:00,59.5,0,4,35.4,0,4,57.9,0,4,35.4,0,4,75.4,0,4,34.2,0,4
04.01.2022 23:00,05.01.2022 00:00,42.2,0,4,31.3,0,4,44.7,0,4,24.5,0,4,33.2,0,4,28.5,0,4
05.01.2022 00:00,05.01.2022 01:00,21.7,0,4,20.7,0,4,34,0,4,8.6,0,4,23.7,0,4,9.9,0,4
05.01.2022 01:00,05.01.2022 02:00,10.4,0,4,13.2,0,4,27.1,0,4,6.5,0,4,16.2,0,4,12.6,0,4
05.01.2022 02:00,05.01.2022 03:00,7.9,0,4,9.7,0,4,27.1,0,4,4.7,0,4,11.2,0,4,6.2,0,4
05.01.2022 03:00,05.01.2022 04:00,10.7,0,4,13.1,0,4,22.1,0,4,4.2,0,4,10.4,0,4,2.6,0,4
05.01.2022 04:00,05.01.2022 05:00,20.9,0,4,13,0,4,17.5,0,4,4.1,0,4,13,0,4,2.4,0,4
05.01.2022 05:00,05.01.2022 06:00,31.5,0,4,21.3,0,4,21,0,4,3.3,0,4,15.9,0,4,2.2,0,4
05.01.2022 06:00,05.01.2022 07:00,56.3,0,4,32.5,0,4,61.8,0,4,14.6,0,4,53.1,0,4,15.1,0,4
05.01.2022 07:00,05.01.2022 08:00,67.6,0,4,40.2,0,4,67.6,0,4,39,0,4,84.6,0,4,33.5,0,4
05.01.2022 08:00,05.01.2022 09:00,78.2,0,4,57.7,0,4,81.7,0,4,41.6,0,4,84.7,0,4,46.2,0,4
05.01.2022 09:00,05.01.2022 10:00,80.8,0,4,61.4,0,4,78.1,0,4,22.6,0,4,92.4,0,4,9.2,0,4
05.01.2022 10:00,05.01.2022 11:00,71.2,0,4,59.9,0,4,,1,4,20.3,0,4,60.7,0,4,4.6,0,4
05.01.2022 11:00,05.01.2022 12:00,82.1,0,4,84.4,0,4,84.8,0,4,19.1,0,4,83.5,0,4,11.7,0,4
05.01.2022 12:00,05.01.2022 13:00,,1,4,89.6,0,4,64.7,0,4,14.8,0,4,65.1,0,4,6.5,0,4
05.01.2022 13:00,05.01.2022 14:00,66.1,0,4,65.5,0,4,45.5,0,4,,1,4,81,0,4,5.4,0,4
05.01.2022 14:00,05.01.2022 15:00,79.5,0,4,36.9,0,4,64.5,0,4,29.8,0,4,69.4,0,4,2.8,0,4
05.01.2022 15:00,05.01.2022 16:00,64,0,4,54.6,0,4,77,0,4,23.5,0,4,46.8,0,4,3.2,0,4
05.01.2022 16:00,05.01.2022 17:00,38.8,0,4,31.1,0,4,74.1,0,4,31.7,0,4,42.5,0,4,10,0,4
05.01.2022 17:00,05.01.2022 18:00,33.5,0,4,35.5,0,4,73.6,0,4,28.2,0,4,29.8,0,4,24.7,0,4
05.01.2022 18:00,05.01.2022 19:00,35.6,0,4,66.6,0,4,67.3,0,4,16.4,0,4,26.3,0,4,10.1,0,4
05.01.2022 19:00,05.01.2022 20:00,31.4,0,4,34,0,4,52.9,0,4,4.4,0,4,24.7,0,4,8,0,4
05.01.2022 20:00,05.01.2022 21:00,21.5,0,4,54.5,0,4,52.7,0,4,25.2,0,4,23.2,0,4,6.7,0,4
05.01.2022 21:00,05.01.2022 22:00,25.6,0,4,30.5,0,4,50.6,0,4,9.6,0,4,24.9,0,4,3.7,0,4
05.01.2022 22:00,05.01.2022 23:00,10,0,4,39.4,0,4,43.3,0,4,9.7,0,4,19.3,0,4,1.6,0,4
05.01.2022 23:00,06.01.2022 00:00,11.9,0,4,49.1,0,4,50.8,0,4,7.2,0,4,13.8,0,4,0.9,0,4
06.01.2022 00:00,06.01.2022 01:00,25.6,0,4,34.1,0,4,21.6,0,4,12.9,0,4,17.4,0,4,0.5,0,4
06.01.2022 01:00,06.01.2022 02:00,28.8,0,4,21.7,0,4,16.2,0,4,19,0,4,19.5,0,4,0.4,0,4
06.01.2022 02:00,06.01.2022 03:00,30.5,0,4,17.7,0,4,18.3,0,4,8.1,0,4,22,0,4,0.5,0,4
06.01.2022 03:00,06.01.2022 04:00,53.8,0,4,12.8,0,4,17.9,0,4,9.6,0,4,25.7,0,4,0.5,0,4
06.01.2022 04:00,06.01.2022 05:00,59.8,0,4,9.7,0,4,22.4,0,4,6.2,0,4,39.8,0,4,0.3,0,4
06.01.2022 05:00,06.01.2022 06:00,71.1,0,4,26,0,4,39.9,0,4,3.8,0,4,35.9,0,4,0.5,0,4
06.01.2022 06:00,06.01.2022 07:00,119.6,0,4,41.8,0,4,86.8,0,4,40.8,0,4,52.8,0,4,14.3,0,4
06.01.2022 07:00,06.01.2022 08:00,125.9,0,4,58.7,0,4,90.9,0,4,65.9,0,4,63.6,0,4,40.3,0,4
06.01.2022 08:00,06.01.2022 09:00,116.3,0,4,75.7,0,4,95.5,0,4,80.3,0,4,72.9,0,4,61.8,0,4
06.01.2022 09:00,06.01.2022 10:00,93.9,0,4,71.9,0,4,92.8,0,4,76.8,0,4,70.4,0,4,56.4,0,4
06.01.2022 10:00,06.01.2022 11:00,134.4,0,4,69.9,0,4,101.9,0,4,92.4,0,4,57.4,0,4,70.1,0,4
06.01.2022 11:00,06.01.2022 12:00,127.3,0,4,79.8,0,4,116.7,0,4,96.9,0,4,68.5,0,4,64.7,0,4
06.01.2022 12:00,06.01.2022 13:00,118.3,0,4,88.8,0,4,66.4,0,4,70.4,0,4,81,0,4,66.2,0,4
06.01.2022 13:00,06.01.2022 14:00,92.2,0,4,79.1,0,4,59.3,0,4,72.6,0,4,69.6,0,4,78.2,0,4
06.01.2022 14:00,06.01.2022 15:00,112.8,0,4,93.7,0,4,71,0,4,70,0,4,69.6,0,4,86,0,4
06.01.2022 15:00,06.01.2022 16:00,118.2,0,4,104,0,4,112.2,0,4,87.6,0,4,85.8,0,4,76.4,0,4
06.01.2022 16:00,06.01.2022 17:00,120.6,0,4,72.3,0,4,113.2,0,4,73.5,0,4,71,0,4,74.2,0,4
06.01.2022 17:00,06.01.2022 18:00,108.2,0,4,63.3,0,4,114,0,4,79.6,0,4,60.2,0,4,68.5,0,4
06.01.2022 18:00,06.01.2022 19:00,91,0,4,56.8,0,4,89.9,0,4,67.8,0,4,57.2,0,4,65.5,0,4
06.01.2022 19:00,06.01.2022 20:00,86.5,0,4,57.8,0,4,83.8,0,4,61.1,0,4,53.8,0,4,57.6,0,4
06.01.2022 20:00,06.01.2022 21:00,73,0,4,53.7,0,4,76.2,0,4,64.3,0,4,63.3,0,4,47.6,0,4
06.01.2022 21:00,06.01.2022 22:00,68.3,0,4,51.2,0,4,73.9,0,4,60.7,0,4,70.5,0,4,40.1,0,4
06.01.2022 22:00,06.01.2022 23:00,61.4,0,4,50.1,0,4,63.5,0,4,53.3,0,4,79.5,0,4,35.4,0,4
06.01.2022 23:00,07.01.2022 00:00,53.2,0,4,46.8,0,4,54.4,0,4,38.5,0,4,65.7,0,4,40,0,4
07.01.2022 00:00,07.01.2022 01:00,50.2,0,4,36.4,0,4,48.6,0,4,24.2,0,4,55,0,4,34.9,0,4
07.01.2022 01:00,07.01.2022 02:00,44.9,0,4,25.8,0,4,35.5,0,4,24.4,0,4,51.2,0,4,42.5,0,4
07.01.2022 02:00,07.01.2022 03:00,37.4,0,4,25.8,0,4,37.5,0,4,25.3,0,4,50.3,0,4,34.4,0,4
07.01.2022 03:00,07.01.2022 04:00,24.1,0,4,24.2,0,4,30.7,0,4,18.7,0,4,27.5,0,4,23.7,0,4
07.01.2022 04:00,07.01.2022 05:00,20.1,0,4,22.1,0,4,25.3,0,4,20.9,0,4,21.9,0,4,18.8,0,4
07.01.2022 05:00,07.01.2022 06:00,28.6,0,4,23.8,0,4,28.8,0,4,16.6,0,4,24.2,0,4,14.4,0,4
07.01.2022 06:00,07.01.2022 07:00,54.6,0,4,25.9,0,4,51.1,0,4,15.1,0,4,52.7,0,4,12,0,4
07.01.2022 07:00,07.01.2022 08:00,48.6,0,4,32.7,0,4,48.8,0,4,17.3,0,4,36.4,0,4,14.6,0,4
07.01.2022 08:00,07.01.2022 09:00,56.3,0,4,39.2,0,4,47.5,0,4,19.3,0,4,52.5,0,4,14.1,0,4
07.01.2022 09:00,07.01.2022 10:00,48.8,0,4,35.5,0,4,48,0,4,20.1,0,4,50.2,0,4,15,0,4
07.01.2022 10:00,07.01.2022 11:00,38.1,0,4,47.6,0,4,44.8,0,4,23,0,4,55.6,0,4,15.4,0,4
07.01.2022 11:00,07.01.2022 12:00,39.8,0,4,37.4,0,4,43.6,0,4,23.3,0,4,48,0,4,13,0,4
07.01.2022 12:00,07.01.2022 13:00,33.8,0,4,41.9,0,4,45.9,0,4,20.6,0,4,57.9,0,4,10.7,0,4
07.01.2022 13:00,07.01.2022 14:00,53.5,0,4,44.3,0,4,43.6,0,4,21.8,0,4,61.4,0,4,10.2,0,4
07.01.2022 14:00,07.01.2022 15:00,54,0,4,39.2,0,4,55.4,0,4,21.1,0,4,57.5,0,4,6.5,0,4
07.01.2022 15:00,07.01.2022 16:00,44.7,0,4,45.3,0,4,49.4,0,4,19.1,0,4,51.7,0,4,7.5,0,4
07.01.2022 16:00,07.01.2022 17:00,46.7,0,4,44.9,0,4,45.7,0,4,21.5,0,4,44.7,0,4,11.1,0,4
07.01.2022 17:00,07.01.2022 18:00,39.8,0,4,37.3,0,4,46.4,0,4,20.6,0,4,50,0,4,10.4,0,4
07.01.2022 18:00,07.01.2022 19:00,39.4,0,4,33.3,0,4,37.7,0,4,13.3,0,4,42,0,4,6,0,4
07.01.2022 19:00,07.01.2022 20:00,32.3,0,4,24.3,0,4,23.1,0,4,10.6,0,4,34.1,0,4,4.8,0,4
07.01.2022 20:00,07.01.2022 21:00,37.7,0,4,16.2,0,4,23.3,0,4,9.6,0,4,30.6,0,4,4.6,0,4
07.01.2022 21:00,07.01.2022 22:00,24.6,0,4,24.5,0,4,18.8,0,4,7.4,0,4,26,0,4,4.6,0,4
07.01.2022 22:00,07.01.2022 23:00,16.6,0,4,23.2,0,4,14.8,0,4,7.1,0,4,21.2,0,4,3.6,0,4
07.01.2022 23:00,08.01.2022 00:00,13.2,0,4,18.5,0,4,10.9,0,4,7.7,0,4,16.7,0,4,3.4,0,4
08.01.2022 00:00,08.01.2022 01:00,8.9,0,4,20.7,0,4,10.7,0,4,5.1,0,4,17.3,0,4,2.7,0,4
08.01.2022 01:00,08.01.2022 02:00,10.4,0,4,8.8,0,4,7.3,0,4,2.7,0,4,10.3,0,4,2.3,0,4
08.01.2022 02:00,08.01.2022 03:00,9.6,0,4,11.9,0,4,5.1,0,4,4.2,0,4,8.6,0,4,1.7,0,4
08.01.2022 03:00,08.01.2022 04:00,8.1,0,4,11.9,0,4,4.6,0,4,3.2,0,4,8.2,0,4,8.1,0,4
08.01.2022 04:00,08.01.2022 05:00,8.5,0,4,9.6,0,4,4.8,0,4,2.2,0,4,8.6,0,4,2,0,4
08.01.2022 05:00,08.01.2022 06:00,9.1,0,4,8.8,0,4,4,0,4,3.6,0,4,7.6,0,4,2.1,0,4
08.01.2022 06:00,08.01.2022 07:00,12.6,0,4,11.9,0,4,10.4,0,4,2.7,0,4,11.7,0,4,3.1,0,4
08.01.2022 07:00,08.01.2022 08:00,14.9,0,4,16.3,0,4,14,0,4,4.3,0,4,12.9,0,4,4.1,0,4
08.01.2022 08:00,08.01.2022 09:00,15.6,0,4,24.1,0,4,26.2,0,4,9,0,4,22.9,0,4,16.3,0,4
08.01.2022 09:00,08.01.2022 10:00,20.7,0,4,26.1,0,4,25.4,0,4,12,0,4,34.5,0,4,12.3,0,4
08.01.2022 10:00,08.01.2022 11:00,27.4,0,4,27.2,0,4,39.5,0,4,8.2,0,4,37.4,0,4,12.8,0,4
08.01.2022 11:00,08.01.2022 12:00,42.2,0,4,35.3,0,4,46.3,0,4,10.3,0,4,52.2,0,4,23,0,4
08.01.2022 12:00,08.01.2022 13:00,30.9,0,4,44.5,0,4,42.4,0,4,15.2,0,4,46.7,0,4,23.3,0,4
08.01.2022 13:00,08.01.2022 14:00,44.8,0,4,38.8,0,4,42.4,0,4,14.3,0,4,39,0,4,12.7,0,4
08.01.2022 14:00,08.01.2022 15:00,43.1,0,4,41.2,0,4,43.9,0,4,15.9,0,4,52.2,0,4,8.9,0,4
08.01.2022 15:00,08.01.2022 16:00,53,0,4,32.3,0,4,39.1,0,4,16.2,0,4,40.5,0,4,9.7,0,4
08.01.2022 16:00,08.01.2022 17:00,50,0,4,42.8,0,4,38.7,0,4,21.6,0,4,48.9,0,4,14.9,0,4
08.01.2022 17:00,08.01.2022 18:00,49.6,0,4,39.8,0,4,41.8,0,4,22.9,0,4,57.2,0,4,6.2,0,4
08.01.2022 18:00,08.01.2022 19:00,42.9,0,4,32.6,0,4,39.2,0,4,14.7,0,4,46,0,4,10.3,0,4
08.01.2022 19:00,08.01.2022 20:00,31.7,0,4,35.1,0,4,30.3,0,4,12.8,0,4,47.5,0,4,9.9,0,4
08.01.2022 20:00,08.01.2022 21:00,26.5,0,4,29.7,0,4,28.9,0,4,14.7,0,4,36.3,0,4,17.6,0,4
08.01.2022 21:00,08.01.2022 22:00,27.6,0,4,28.3,0,4,24.5,0,4,9.8,0,4,39.4,0,4,11,0,4
08.01.2022 22:00,08.01.2022 23:00,17.5,0,4,25.5,0,4,23.3,0,4,7.8,0,4,29.5,0,4,6,0,4
